fase,regiao,tipo,hp_inimigo,atk_inimigo,def_inimigo,ouro,xp,pc_esperado_heroi,custo_upgrade_forca,drop_comum_pct,drop_rara_pct,drop_lendaria_pct
428,Coração do Eclipse,normal,13610588981024567001612288.0,1629487955640329984.00,4974926846004787.0,367824412608032800768.0,22387170807021540.00,55046,56429456533,55,12,1.6
429,Coração do Eclipse,normal,15245665186231827149357056.0,1772202001311744512.00,5358588793237837.0,403958327823421669376.0,24113649569570268.00,55152,60097371208,55,12,1.6
430,Coração do Eclipse,chefe,102418068718672118315745280.0,3082863453509270016.00,11540361385603752.0,5321774554345851846656.0,207726504940867520.00,55257,64003700336,0,32,7
431,Coração do Eclipse,normal,19103579377884751370125312.0,2094185373661198336.00,6211611384999332.0,486695500104173944832.0,27952251232496992.00,55363,64003700336,55,12,1.6
432,Coração do Eclipse,normal,21370544443908764341370880.0,2275392806612741888.00,6684911368783265.0,533929200859326906368.0,30082101159524692.00,55469,68163940858,55,12,1.6
433,Coração do Eclipse,normal,23896197965152825284493312.0,2471489625486390784.00,7192239972758170.0,585537946204368797696.0,32365079877411764.00,55574,72594597014,55,12,1.6
434,Coração do Eclipse,normal,26708860734083250129993728.0,2683632611029410816.00,7735892912982113.0,641907180573911285760.0,34811518108419508.00,55680,77313245820,55,12,1.6
435,Coração do Eclipse,miniboss,89519461065000998230032384.0,3786982013513613312.00,8318310256401882.0,3517272593796622712832.0,131013386538329648.00,55786,82338606798,55,12,1.6
436,Coração do Eclipse,normal,33323627747692059119583232.0,3161112698517668352.00,8942084809564038.0,770632277656407506944.0,40239381643038168.00,55891,82338606798,55,12,1.6
437,Coração do Eclipse,normal,37198421823873895010140160.0,3429209551896765440.00,9609970953088690.0,843930194829781368832.0,43244869288899104.00,55997,87690616240,55,12,1.6
438,Coração do Eclipse,normal,41506284871289853861429248.0,3718884748443433472.00,10324893943265746.0,923878346731885821952.0,46462022744695856.00,56103,93390506295,55,12,1.6
439,Coração do Eclipse,normal,46293631395311983993552896.0,4031779323553993216.00,11089959703038202.0,1011050280229226545152.0,49904818663671912.00,56208,99460889204,55,12,1.6
440,Coração do Eclipse,chefe,309669800399698567723220992.0,6991442594327506944.00,23816930251160240.0,13272796463406757445632.0,428704744520884352.00,56314,105925847003,0,32,7
441,Coração do Eclipse,normal,57516685340590131430555648.0,4734385128251377664.00,12783908914644744.0,1209597430883594272768.0,57527590115901344.00,56419,105925847003,55,12,1.6
442,Coração do Eclipse,normal,64070912250912404097990656.0,5127996789801318400.00,13720002986871582.0,1322368560610646949888.0,61740013440922120.00,56525,112811027058,55,12,1.6
443,Coração do Eclipse,normal,71342724837701122464415744.0,5552645841957698560.00,14720684462283246.0,1445163298593330429952.0,66243080080274608.00,56631,120143743817,55,12,1.6
444,Coração do Eclipse,normal,79407425651241482234888192.0,6010643182158405632.00,15790128270286382.0,1578828050992939663360.0,71055577216288720.00,56736,127953087165,55,12,1.6
445,Coração do Eclipse,miniboss,265043612331863995928543232.0,8455799706660159488.00,16932760399610986.0,8621384213256613134336.0,266690976293873024.00,56842,136270037831,55,12,1.6
446,Coração do Eclipse,normal,98255191860987980691800064.0,7036744888515714048.00,18153271821782932.0,1882496403059036389376.0,81689723198023200.00,56948,136270037831,55,12,1.6
447,Coração do Eclipse,normal,109229583665521469452976128.0,7610321900667461632.00,19456633118926832.0,2054551610406246023168.0,87554849035170752.00,57053,145127590289,55,12,1.6
448,Coração do Eclipse,normal,121381162790506385922588672.0,8228215534926416896.00,20848109847936568.0,2241591317151676628992.0,93816494315714560.00,57159,154560883658,55,12,1.6
449,Coração do Eclipse,normal,134830903629682468722835456.0,8893656738508179456.00,22333278674341648.0,2444854581958806601728.0,100499754034537408.00,57265,164607341096,55,12,1.6
450,Coração do Eclipse,chefe,898269948816657994238394368.0,15376156058157522944.00,47836088621045904.0,31988128012072564817920.0,861049595178826240.00,57370,175306818267,0,32,7
451,Coração do Eclipse,normal,166169266488708719433482240.0,10381225137010200576.00,25608657294315464.0,2905499499918390198272.0,115238957824419584.00,57476,175306818267,55,12,1.6
452,Coração do Eclipse,normal,184363766318821893788925952.0,11210976871258210304.00,27411732645449116.0,3165872615892593934336.0,123352796904521024.00,57582,186701761455,55,12,1.6
453,Coração do Eclipse,normal,204470708762495585854947328.0,12103556008334036992.00,29334269438764548.0,3448467968004306501632.0,132004212474440464.00,57687,198837375949,55,12,1.6
454,Coração do Eclipse,normal,226682590256114367341789184.0,13063448497169045504.00,31383671334647396.0,3755085282194268618752.0,141226521005913280.00,57793,211761805386,55,12,1.6
455,Coração do Eclipse,miniboss,753631229079445337054117888.0,18324072886696423424.00,33567768108714000.0,20438310030202059620352.0,528692347712245504.00,57898,225526322736,55,12,1.6
456,Coração do Eclipse,normal,278285361311217364414496768.0,15204638044844873728.00,35894838224392900.0,4448283217133742063616.0,161526772009768064.00,58004,225526322736,55,12,1.6
457,Coração do Eclipse,normal,308160674485040279388684288.0,16396485027725418496.00,38373632493738408.0,4839192197697435074560.0,172681346221822848.00,58110,240185533714,55,12,1.6
458,Coração do Eclipse,normal,341113612465940476752560128.0,17676785994288734208.00,41013398873541464.0,5262801717023224102912.0,184560294930936576.00,58215,255797593405,55,12,1.6
459,Coração do Eclipse,normal,377447643036052439697457152.0,19051727388011208704.00,43823908445599352.0,5721706065685816279040.0,197207588005197088.00,58321,272424436977,55,12,1.6
460,Coração do Eclipse,chefe,2504968770239558990444888064.0,32844641841858727936.00,93630965263718112.0,74624326656105130229760.0,1685357374746926080.00,58427,290132025380,0,32,7
461,Coração do Eclipse,normal,461618215821772276444954624.0,22112329469585543168.00,49999021697056912.0,6756761861897412673536.0,224995597636756096.00,58532,290132025380,55,12,1.6
462,Coração do Eclipse,normal,510214945738373272317198336.0,23812490912047099904.00,53386034593459272.0,7339129277934957756416.0,240237155670566720.00,58638,308990607030,55,12,1.6
463,Coração do Eclipse,normal,563718927140439543875895296.0,25636348036010684416.00,56988670204343280.0,7969253572560081125376.0,256449015919544768.00,58744,329074996487,55,12,1.6
464,Coração do Eclipse,normal,622604266524169755835760640.0,27592376535086653440.00,60819750044962968.0,8650846873218019491840.0,273688875202333344.00,58849,350464871258,55,12,1.6
465,Coração do Eclipse,miniboss,2062166309868575504570777600.0,38596474808911052800.00,64892802481912904.0,46939468083027364544512.0,1022061639090128256.00,58955,373245087890,55,12,1.6
466,Coração do Eclipse,normal,758637773374113306252410880.0,31937602423414251520.00,69222098534055040.0,10184669304526041251840.0,311499443403247680.00,59061,373245087890,55,12,1.6
467,Coração do Eclipse,normal,836968290968803372578111488.0,34346602390784552960.00,73822689320475184.0,11045760465435327725568.0,332202101942138304.00,59166,397506018603,55,12,1.6
468,Coração do Eclipse,normal,923053506569267801227264000.0,36927449287217758208.00,78710445223323888.0,11976085893501853630464.0,354197003504957504.00,59272,423343909812,55,12,1.6
469,Coração do Eclipse,normal,1017627634784303559556988928.0,39691681374582145024.00,83902096835862528.0,12980919240940696109056.0,377559435761381376.00,59377,450861263950,55,12,1.6
470,Coração do Eclipse,chefe,6728947083686696254410063872.0,68242499169973493760.00,178830555537135488.0,168790956522080640696320.0,3218949999668439040.00,59483,480167246107,0,32,7
471,Coração do Eclipse,normal,1235516628340699435852890112.0,45820121859229868032.00,95268569388765520.0,15237124263365146836992.0,428708562249444864.00,59589,480167246107,55,12,1.6
472,Coração do Eclipse,normal,1360654592732176229829967872.0,49211203823350890496.00,101481547571964992.0,16501041438106478182400.0,456666964073842432.00,59694,511378117104,55,12,1.6
473,Coração do Eclipse,normal,1497940468002379283312934912.0,52839509784182398976.00,108074831545846912.0,17864613529440422461440.0,486336741956311104.00,59800,544617694716,55,12,1.6
474,Coração do Eclipse,normal,1648501612491022697511256064.0,56720650292517396480.00,115070134910721392.0,19335280570110832541696.0,517815607098246272.00,59906,580017844872,55,12,1.6
475,Coração do Eclipse,miniboss,5440695329306129674841096192.0,79132555732749598720.00,122490318923234544.0,104605031064088908660736.0,1929222523040944128.00,60011,617719004789,55,12,1.6
476,Coração do Eclipse,normal,1994466149761577383047987200.0,65308736186334068736.00,130359448133137824.0,22630312290436278910976.0,586617516599120256.00,60117,617719004789,55,12,1.6
477,Coração do Eclipse,normal,2192657076588058845040869376.0,70051929418985103360.00,138702848466087824.0,24472315502588711665664.0,624162818097395200.00,60223,657870740100,55,12,1.6
478,Coração do Eclipse,normal,2409717153097665840037232640.0,75120571597100351488.00,147547167848658688.0,26456766349669874794496.0,663962255318964096.00,60328,700632338207,55,12,1.6
479,Coração do Eclipse,normal,2647363095619568439224434688.0,80535656412451815424.00,156920439475097248.0,28594090441760944685056.0,706141977637937664.00,60434,746173440190,55,12,1.6
480,Coração do Eclipse,chefe,17444762617046190321410506752.0,138111109514330275840.00,333704295637552704.0,370745187798015958581248.0,6006677321475948544.00,60540,794674713802,0,32,7
481,Coração do Eclipse,normal,3192035773396339902707138560.0,92495529038866219008.00,177373297494815648.0,33372701906930122096640.0,798179838726670464.00,60645,794674713802,55,12,1.6
482,Coração do Eclipse,normal,3503289977664104335071510528.0,99088920810495115264.00,188516485084037472.0,36038623807605082947584.0,848324182878168576.00,60751,846328570199,55,12,1.6
483,Coração do Eclipse,normal,3843612420466129163979325440.0,106126116011871453184.00,200315974032079712.0,38906789494897774690304.0,901421883144358656.00,60856,901339927262,55,12,1.6
484,Coração do Eclipse,normal,4215596302845845913158549504.0,113635183877013913600.00,212807772741448096.0,41991712665368820449280.0,957634977336516480.00,60962,959927022534,55,12,1.6
485,Coração do Eclipse,miniboss,13866165488705061891478650880.0,158139607819838685184.00,226029715978183328.0,226544439322251293097984.0,3559968026656387584.00,61068,1022322278999,55,12,1.6
486,Coração do Eclipse,normal,5066040647772450439940800512.0,130189598112708067328.00,240021549718948320.0,48874852586410540531712.0,1080096973735267456.00,61173,1022322278999,55,12,1.6
487,Coração do Eclipse,normal,5550861641345006904713150464.0,139299743915280220160.00,254825019568547392.0,52707253035710533337088.0,1146712588058463232.00,61279,1088773227134,55,12,1.6
488,Coração do Eclipse,normal,6080104845091477092338499584.0,149011557089324433408.00,270483962882196256.0,56824913749414040829952.0,1217177832969883136.00,61385,1159543486898,55,12,1.6
489,Coração do Eclipse,normal,6657656916006512248242569216.0,159362355795139919872.00,287044404731365696.0,61247911290319396667392.0,1291699821291145728.00,61490,1234913813546,55,12,1.6
490,Coração do Eclipse,chefe,43726369635539378658986688512.0,272626591093385330688.00,609109315713089024.0,791971826771029825421312.0,10963967682835603456.00,61596,1315183211427,0,32,7
491,Coração do Eclipse,normal,7974878687229534577237164032.0,182141104725928706048.00,323065426755080576.0,71096955659235178315776.0,1453794420397862656.00,61702,1315183211427,55,12,1.6
492,Coração do Eclipse,normal,8724044791213772483579609088.0,194654967533738295296.00,342629916056988032.0,76570140448977229709312.0,1541834622256446208.00,61807,1400670120169,55,12,1.6
493,Coração do Eclipse,normal,9540569626964128215987126272.0,207979890669724139520.00,363303943346760128.0,82443117548431101394944.0,1634867745060420608.00,61913,1491713677981,55,12,1.6
494,Coração do Eclipse,normal,10430234390956372720149856256.0,222165217976279040000.00,385146056594220928.0,88743487554940882124800.0,1733157254673994240.00,62019,1588675067049,55,12,1.6
495,Coração do Eclipse,miniboss,34197877560674010740161511424.0,308442023431175340032.00,408217656362825856.0,477503219274304202997760.0,6429428087714506752.00,62124,1691938946407,55,12,1.6
496,Coração do Eclipse,normal,12454506285344244576051789824.0,253328616184471289856.00,432583122969247808.0,102745881622505733488640.0,1946624053361615104.00,62230,1691938946407,55,12,1.6
497,Coração do Eclipse,normal,13603186063404753543453736960.0,270419979995864858624.00,458309948773627136.0,110512512985788430942208.0,2062394769481321984.00,62335,1801914977924,55,12,1.6
498,Coração do Eclipse,normal,14853232475740708241007443968.0,288598650443511529472.00,485468875785678784.0,118835988681100527403008.0,2184609941035554560.00,62441,1919039451489,55,12,1.6
499,Coração do Eclipse,normal,16213181587130920650479239168.0,307929527176198881280.00,514134038777748352.0,127754026535488568950784.0,2313603174499867648.00,62547,2043777015836,55,12,1.6
500,Coração do Eclipse,chefe,106153520255005284127345737728.0,525569797412966825984.00,1088766228203825280.0,1647680965563969047625728.0,19597792107668856832.00,62652,2176622521865,0,32,7
